voiceID,meanF0Hz,stdevF0Hz,HNR,IntensityAvg,SpeechRate,ArticulationRate,AvgSyllableDuration,Semantic_Analysis,Acoustic_Annotation,Tag
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses03M_script03_2_F002.wav,283.9472752847834,72.35088943708143,12.226518350884197,56.601937737344485,3.413073289654122,4.915730337078652,0.20342857142857143,positive,ang,Sarcasm
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses03M_script03_2_M041.wav,90.66814178465197,23.95723161213768,7.983038336886626,49.55873979728693,1.3590418754777882,1.3590418754777882,0.7358125,positive,ang,Sarcasm
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses05M_impro03_M012.wav,214.80155373221325,101.87358751742948,8.98603460601144,69.4608603497708,3.1636863823933976,3.608409162221525,0.2771304347826087,positive,hap,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses05M_impro03_F008.wav,280.63701856842937,117.72579813742651,14.663641834566821,67.53940258648909,3.653072290875881,3.653072290875881,0.2737421875,positive,hap,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses05M_impro03_M015.wav,157.02411030382837,78.48593770457049,7.183939214801165,57.351444770229,5.010961478233637,5.010961478233637,0.19956249999999998,positive,hap,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses05M_impro03_M018.wav,148.3052310476796,88.14413390897144,6.241373516834998,58.0525165991503,5.044510385756676,5.044510385756676,0.19823529411764707,positive,hap,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses05M_impro03_M022.wav,136.32205844171236,54.07124166572584,9.771083225643052,59.67506725881371,2.9613177864149547,2.9613177864149547,0.33768750000000003,positive,hap,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses05M_impro03_M032.wav,190.3478956329555,57.84215961876477,7.263832359966429,60.19075877599611,1.5544041450777202,2.4311183144246353,0.41133333333333333,positive,hap,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses05M_impro03_F031.wav,208.55241315300597,57.38516783303095,10.159918806926987,53.84003838357331,4.501698185252919,4.501698185252919,0.22213839285714285,positive,hap,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses05M_impro03_M033.wav,123.10388239050727,42.05141498051196,12.308366860462744,60.42259078102336,2.3255813953488373,4.1017227235438884,0.24380000000000002,positive,hap,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses05M_script01_3_F001.wav,179.24978223784922,44.047896059587906,10.28785611805112,44.80587910514542,3.840910844571713,3.840910844571713,0.2603549107142857,positive,hap,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses05F_script03_2_M041.wav,164.86998786147038,44.17145661241097,11.670687289916662,67.49611081549301,2.9520976037270232,4.1259045562235075,0.24237109375000002,positive,ang,Sarcasm
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses03M_script02_2_M040.wav,119.49398907740897,39.77426247641445,6.787459615020264,46.09599869201701,2.341106538637403,2.341106538637403,0.4271484375,positive,hap,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses04M_impro03_M006.wav,125.7462829873161,30.84772670986202,12.290579521792596,61.99815159641733,2.4900543726716533,3.19184085680978,0.313298828125,positive,hap,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses03F_script02_2_F044.wav,196.6367263586737,57.7955372384616,4.714123776296918,42.960205085522254,3.8920601971977167,3.8920601971977167,0.25693333333333335,positive,hap,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses01F_script02_2_F019.wav,156.20913760609417,50.10163228539817,8.104851986494342,54.854674814798145,4.363574904834887,4.363574904834887,0.22916989436619717,positive,hap,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses03M_impro03_F021.wav,183.12948450810015,34.87105531544814,11.436687106210346,56.50324745111554,4.463196066808466,4.901303823399896,0.20402734375000003,positive,hap,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses03M_impro03_F022.wav,158.8008362637594,86.00743245328935,4.617842720759586,42.06857904663888,1.7027616665779812,1.7027616665779812,0.58728125,positive,hap,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses03M_impro03_M030.wav,232.16660848550586,111.62515899913643,9.955364105101019,60.837131587802034,3.662089055347482,3.662089055347482,0.2730681818181818,positive,hap,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses03M_impro03_M031.wav,199.52699037506918,100.01152188923369,8.72221866945591,61.32162816815031,3.6478832677354327,4.1664382435173515,0.24001315789473684,positive,hap,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses03M_impro03_M040.wav,341.9570893030113,130.4248150861579,10.117321604136992,57.818054344456165,1.4121108114734005,3.6965255227118106,0.2705243055555557,positive,hap,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses03M_script01_3_M021.wav,95.8226136808891,5.89778866212943,6.045887686669195,44.938989656904226,3.4764254896483227,3.4764254896483227,0.2876517857142857,positive,hap,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses01M_script01_1_M035.wav,206.32345801296842,35.03338564531305,9.99560602940382,75.05552322047808,3.485274158144315,4.390424091045013,0.22776842948717949,positive,ang,Sarcasm
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses05M_script03_2_M039.wav,206.03331970072765,58.7997030808764,9.600988697454612,72.7156905867774,3.149606299212598,4.530011325028313,0.22075,positive,ang,Sarcasm
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses02F_script03_1_F003.wav,285.2058798329429,87.67360840194198,10.43869801442819,66.35827423225857,2.7649769585253456,3.33889816360601,0.2995,positive,hap,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses02F_script03_1_F006.wav,240.87081515174603,60.82363988808226,10.387564540354447,58.065262337602555,3.0837004405286343,4.149377593360995,0.24100000000000002,positive,hap,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses02F_script03_1_F023.wav,259.0554894482254,69.23909743798983,10.746703299722332,62.79100608790182,5.450805173023755,5.450805173023755,0.18345913461538463,positive,hap,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses02M_impro08_F023.wav,174.83354253567722,54.546483347227614,8.313626474920776,53.22668652254851,1.5540015540015542,2.2234574763757644,0.44975,positive,hap,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses02M_impro08_F028.wav,241.2938741026936,49.87878429657002,12.609507007741074,56.50218004779421,3.3560566334556894,3.3560566334556894,0.29796875,positive,hap,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses02M_impro08_F029.wav,204.50776495186022,69.29219336292398,7.807619465946875,57.97795483281004,3.328756293429867,3.328756293429867,0.3004125,positive,hap,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses02F_script01_1_M038.wav,141.27844502485382,36.32287331571515,10.43843353530674,64.18347784447998,3.614488073026046,4.278265519853827,0.2337395833333333,positive,ang,Sarcasm
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses04F_impro02_F017.wav,207.71905117912502,50.43909094134296,6.789706901869965,51.39567072329228,2.5926526076992524,3.4517829075107103,0.2897053571428571,positive,ang,Sarcasm
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses04F_impro01_F014.wav,295.13814641775053,78.12304895743206,9.947210633193086,70.7985941535317,4.885374410358987,4.885374410358987,0.20469260204081635,positive,ang,Sarcasm
