voiceID,meanF0Hz,stdevF0Hz,HNR,IntensityAvg,SpeechRate,ArticulationRate,AvgSyllableDuration,Semantic_Analysis,Acoustic_Annotation,Tag
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses03M_script03_2_M002.wav,138.89959915279118,81.92641972295328,9.426219133375977,56.57564210727074,2.8498401417795467,3.183731133905742,0.314096875,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses03M_script03_2_M003.wav,133.56898041715772,95.2221417607466,6.791938530528365,53.99890345656026,3.062360801781737,4.645270270270269,0.2152727272727273,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses03M_script03_2_F008.wav,235.57118139588474,46.232214056302254,8.647518770574937,45.67611864144681,2.0137691465394636,3.3536649269529857,0.29818125,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses03M_script03_2_M008.wav,94.73816021198529,9.734341942396432,5.112115479128,51.621006784022214,1.3677551718242433,1.3677551718242433,0.731125,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses03M_script03_2_M011.wav,127.85204271774982,21.880406806828454,8.959868988477476,56.64219276178435,2.8701696688840723,4.237288135593221,0.236,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses03M_script03_2_F025.wav,223.00930638658215,50.67670473104319,8.834597776570119,54.957409725249434,1.6702623703806807,2.2287226633235826,0.44868749999999996,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses03M_script03_2_F029.wav,237.2624687619998,63.53618285709531,9.441900703674804,49.633133549386706,3.2468039273839815,4.954268292682927,0.20184615384615384,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses03M_script03_2_M030.wav,174.28207950251328,33.28566649536345,8.096718723881105,65.59850014783724,3.8391663524491824,4.765795206971678,0.20982857142857145,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses03M_script03_2_F038.wav,252.7959073830146,54.527793890671475,9.264408881736587,51.90761323310583,2.5975607281287414,5.05050505050505,0.198,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses03M_script03_2_M039.wav,253.37551899603463,69.28592098067934,9.353693570899113,70.76787248415273,1.9777197509309188,3.26797385620915,0.30600000000000005,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses03M_script03_2_F039.wav,296.87576060655135,95.72575560628303,10.672214319416709,59.230179443609245,3.6332549690104723,3.6332549690104723,0.2752352941176471,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses03M_script03_2_F040.wav,279.89558292972424,72.26626639158538,10.302690368419658,66.74081090787524,3.530989525862801,5.110062893081761,0.1956923076923077,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses03M_script03_2_F041.wav,271.77084816912327,60.56081734083644,10.351561462104042,57.76103146258029,1.8346987399187127,4.518072289156626,0.22133333333333335,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses03M_script03_2_M042.wav,165.82319188079143,32.80470222902214,7.925515917979327,65.2375580302208,2.738455422804267,4.526869158878504,0.22090322580645166,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses03M_script03_2_M044.wav,251.31376327486356,78.99440355503724,1.6429591061317792,62.76053526094826,3.066994664707198,4.026423403586033,0.24835937500000002,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses03M_script03_2_M045.wav,282.7166815846702,64.50980404558989,7.95613208375055,78.60109076126625,4.564244332297734,4.740932293560682,0.21092897727272727,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses03M_script03_2_F044.wav,337.3367728786172,77.1012478832049,8.937090768969322,72.63924282996702,4.127471256699357,5.213863933882812,0.19179633620689654,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses04M_script02_1_F008.wav,201.7439517018398,36.328807816159205,11.184234323458242,57.99532988994915,4.147465437788019,4.147465437788019,0.2411111111111111,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses04M_script02_1_F012.wav,306.10132684475803,77.47637694303572,9.569433427011097,59.27280253164362,1.7867512395586724,3.1250000000000004,0.31999999999999995,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses04M_script02_1_F013.wav,321.7699060392509,69.54121779852795,12.758695773069016,65.08541609418111,3.7448313525602686,5.12917933130699,0.19496296296296298,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses04M_script02_1_F018.wav,274.46324954066677,58.38450609893799,13.812999609906218,65.24994591730784,3.8410400354557543,4.964358452138492,0.2014358974358975,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses05M_script01_2_M015.wav,225.53846441129335,70.30786733299644,9.849483548077659,68.32702414427692,3.550361508163982,5.063357902925934,0.19749739583333337,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses01M_impro01_F020.wav,225.48688056857029,74.8295139074068,6.413342662052623,81.42657016438253,2.1021021021021022,4.3316831683168315,0.23085714285714287,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses01M_impro01_M031.wav,261.73355719984244,52.26092483797966,10.280489005830727,77.92977062022325,3.7453183520599254,4.6490004649000465,0.21509999999999999,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses01M_impro01_M032.wav,219.84657867664737,40.99587316620156,10.80601308032016,77.57401935674677,3.992785762088953,4.535176607765201,0.22049857954545457,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses04F_script02_2_F005.wav,304.61356575874623,77.45424891584942,10.9214444406508,74.06197618613331,3.176130160257144,5.062305295950156,0.1975384615384615,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses04F_script02_2_F009.wav,292.44276845659385,57.85325904723355,11.364992435362344,74.23667806768472,4.145077720207254,4.563605248146035,0.21912500000000001,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses04F_script02_2_F014.wav,379.9898364700675,63.575365721282445,9.999270929526865,74.71746872117163,2.0973062722565703,3.9893617021276597,0.25066666666666665,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses04F_script02_2_F046.wav,188.04009458835517,38.82377293623939,12.415581857584318,55.28851156923493,2.6926792782123603,5.3066037735849045,0.18844444444444447,negative,hap,Kind Irony
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses05F_script03_2_M016.wav,121.8904944586826,20.244943574120697,7.913206195727139,54.215621104014424,3.484320557491289,6.127450980392156,0.1632,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses05F_script03_2_F017.wav,225.38225502070426,69.74930012604953,4.7762080802509255,53.25671949405776,3.255813953488372,3.255813953488372,0.3071428571428571,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses05F_script03_2_M019.wav,177.2164149998778,76.37322013898152,9.540629274499208,59.28646053108898,5.578584434199822,6.130833694040178,0.16310995370370365,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses05F_script03_2_F019.wav,222.18974661445256,28.25594536534071,10.158847620940698,60.8720761196402,3.196438254516396,3.196438254516396,0.3128482142857143,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses05F_script03_2_F020.wav,249.24125194603266,24.78091533491346,7.217836752456122,64.13367553096022,2.479466914613358,2.479466914613358,0.4033125,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses05F_script03_2_M026.wav,180.60624633955035,56.59057738590785,10.747302968736566,65.74041112129308,4.528301886792453,4.528301886792453,0.22083333333333333,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses05F_script03_2_F024.wav,240.67064147616648,42.824944531460744,12.154786942216125,64.94505959543437,4.8076923076923075,4.8076923076923075,0.20800000000000002,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses05F_script03_2_F033.wav,235.11921131637703,72.04220201210444,12.471932779148283,63.718448145086626,2.616853000619166,4.127358490566038,0.2422857142857143,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses05F_script03_2_M037.wav,276.46251556404036,69.219616165871,9.596796722678562,69.25849083298273,2.272773392317214,4.807692307692308,0.20799999999999996,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses05F_script03_2_M038.wav,288.16635491515297,57.74142405634363,7.511337666665674,75.12384269927881,1.2345679012345678,2.9069767441860463,0.34400000000000003,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses05F_script03_2_M039.wav,257.36256821751294,48.75521473509268,8.175535132648958,72.23094688334703,1.1904761904761905,3.2894736842105257,0.30400000000000005,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses05F_script03_2_F036.wav,297.3402091283835,82.88975601175159,6.202610721356614,75.0991143891994,2.6315789473684212,3.311258278145696,0.302,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses05F_script03_2_F037.wav,285.1438227204844,91.77731872488144,6.628470108095447,76.47886452190426,1.6260162601626016,1.6260162601626016,0.615,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses05F_script03_2_F038.wav,311.97897114252135,73.82819690459759,10.450171553576256,77.2219348886277,3.2116788321167884,4.032258064516129,0.24800000000000003,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses05F_script03_2_F039.wav,258.95657109039007,67.16638978681597,9.545031440327678,72.92926287063116,3.63040047855279,3.946918432221207,0.2533622159090909,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses05F_script03_2_M042.wav,215.28397794553933,59.82517663081116,10.350123559684441,72.01862732086498,5.7693174476780005,6.479536308182945,0.15433203125,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses05F_script03_2_F040.wav,339.4157377119631,81.09191680308246,11.388156031710498,78.82923415124526,3.1636863823933976,3.851951096968682,0.2596086956521739,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses05F_script03_2_M043.wav,225.7553352314277,71.16370913528533,8.55910730104676,74.20189354657667,4.65589989815219,5.891393442622951,0.16973913043478261,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses03F_impro03_F018.wav,201.35808770055363,30.268880089148205,7.314322185749811,51.48316681697504,3.4286020410896527,3.4286020410896527,0.2916640625,negative,hap,Kind Irony
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses03M_script02_2_F001.wav,253.07516534691612,69.32626683789934,5.608376582760985,43.574145922507284,2.303152439902116,2.303152439902116,0.4341875,negative,ang,Sincere
/content/Iemocap_audio/iemocap_audio/IEMOCAP_wav/Ses03M_script02_2_F011.wav,343.91973149007123,67.35341062942553,11.450903106607205,65.48830340381456,3.5116773247403654,4.790940766550523,0.2087272727272727,negative,ang,Sincere
